klk_EN,year,month,day,iWarehouseSenderID,hours,cargotype,traffic_stream
86,2015,12,14,1545,13_14,0,1
93,2015,12,14,1545,16_17,0,0
95,2015,12,14,1545,14_15,0,0
100,2015,12,14,1545,16_17,0,1
120,2015,12,14,1545,15_16,0,0
154,2015,12,14,1545,18_19,0,0
212,2015,12,14,1545,17_18,0,0
286,2015,12,14,1545,19_20,0,0
1,2016,12,14,1545,07_08,0,1
1,2016,12,14,1545,14_15,1,1
1,2016,12,14,1545,15_16,1,0
1,2016,12,14,1545,22_23,0,0
2,2016,12,14,1545,10_11,1,0
2,2016,12,14,1545,16_17,1,0
3,2016,12,14,1545,13_14,1,0
6,2016,12,14,1545,03_04,0,0
8,2016,12,14,1545,21_22,0,1
20,2016,12,14,1545,21_22,0,0
21,2016,12,14,1545,9_10 ,0,0
24,2016,12,14,1545,11_12,0,0
27,2016,12,14,1545,10_11,0,0
28,2016,12,14,1545,08_09,0,1
30,2016,12,14,1545,12_13,0,0
34,2016,12,14,1545,10_11,0,1
42,2016,12,14,1545,14_15,0,0
43,2016,12,14,1545,9_10 ,0,1
45,2016,12,14,1545,13_14,0,0
54,2016,12,14,1545,20_21,0,0
60,2016,12,14,1545,17_18,0,1
61,2016,12,14,1545,02_03,0,0
61,2016,12,14,1545,19_20,0,1
61,2016,12,14,1545,22_23,0,1
64,2016,12,14,1545,11_12,0,1
67,2016,12,14,1545,18_19,0,1
70,2016,12,14,1545,13_14,0,1
73,2016,12,14,1545,12_13,0,1
78,2016,12,14,1545,15_16,0,0
78,2016,12,14,1545,15_16,0,1
108,2016,12,14,1545,16_17,0,1
111,2016,12,14,1545,20_21,0,1
120,2016,12,14,1545,14_15,0,1
132,2016,12,14,1545,18_19,0,0
140,2016,12,14,1545,17_18,0,0
142,2016,12,14,1545,16_17,0,0
306,2016,12,14,1545,08_09,0,0
312,2016,12,14,1545,19_20,0,0
1,2017,12,14,1545,07_08,0,0
1,2017,12,14,1545,10_11,1,0
1,2017,12,14,1545,20_21,1,0
1,2017,12,14,1545,21_22,0,1
2,2017,12,14,1545,22_23,0,0
4,2017,12,14,1545,15_16,1,0
5,2017,12,14,1545,21_22,0,0
6,2017,12,14,1545,18_19,1,0
21,2017,12,14,1545,9_10 ,0,0
24,2017,12,14,1545,08_09,0,0
33,2017,12,14,1545,10_11,0,0
39,2017,12,14,1545,10_11,0,1
55,2017,12,14,1545,08_09,0,1
60,2017,12,14,1545,14_15,0,0
66,2017,12,14,1545,12_13,0,0
71,2017,12,14,1545,18_19,0,1
71,2017,12,14,1545,9_10 ,0,1
72,2017,12,14,1545,16_17,0,1
73,2017,12,14,1545,13_14,0,1
75,2017,12,14,1545,17_18,0,1
78,2017,12,14,1545,11_12,0,0
81,2017,12,14,1545,19_20,0,1
85,2017,12,14,1545,15_16,0,1
88,2017,12,14,1545,13_14,0,0
89,2017,12,14,1545,20_21,0,1
99,2017,12,14,1545,14_15,0,1
110,2017,12,14,1545,15_16,0,0
117,2017,12,14,1545,12_13,0,1
168,2017,12,14,1545,16_17,0,0
204,2017,12,14,1545,19_20,0,0
228,2017,12,14,1545,17_18,0,0
318,2017,12,14,1545,11_12,0,1
339,2017,12,14,1545,18_19,0,0
449,2017,12,14,1545,20_21,0,0
1,2018,12,14,1545,19_20,1,0
1,2018,12,14,1545,22_23,0,0
2,2018,12,14,1545,21_22,0,1
11,2018,12,14,1545,10_11,0,0
12,2018,12,14,1545,9_10 ,0,0
21,2018,12,14,1545,13_14,0,0
30,2018,12,14,1545,20_21,0,0
38,2018,12,14,1545,12_13,0,0
39,2018,12,14,1545,14_15,0,0
49,2018,12,14,1545,08_09,0,1
50,2018,12,14,1545,08_09,0,0
58,2018,12,14,1545,11_12,0,0
64,2018,12,14,1545,10_11,0,1
69,2018,12,14,1545,11_12,0,1
69,2018,12,14,1545,20_21,0,1
84,2018,12,14,1545,14_15,0,1
87,2018,12,14,1545,13_14,0,1
87,2018,12,14,1545,19_20,0,1
101,2018,12,14,1545,17_18,0,1
101,2018,12,14,1545,9_10 ,0,1
102,2018,12,14,1545,18_19,0,1
107,2018,12,14,1545,12_13,0,1
109,2018,12,14,1545,16_17,0,1
112,2018,12,14,1545,15_16,0,0
124,2018,12,14,1545,15_16,0,1
197,2018,12,14,1545,16_17,0,0
200,2018,12,14,1545,17_18,0,0
431,2018,12,14,1545,18_19,0,0
721,2018,12,14,1545,19_20,0,0
11,2019,12,14,1545,10_11,0,0
35,2019,12,14,1545,10_11,0,1
37,2019,12,14,1545,13_14,0,0
1,2019,12,14,1545,11_12,1,0
62,2019,12,14,1545,13_14,0,1
5,2019,12,14,1545,11_12,1,1
1,2019,12,14,1545,15_16,1,0
343,2019,12,14,1545,17_18,0,0
90,2019,12,14,1545,17_18,0,1
13,2019,12,14,1545,09_10,0,0
145,2019,12,14,1545,16_17,0,0
120,2019,12,14,1545,16_17,0,1
22,2019,12,14,1545,09_10,0,1
35,2019,12,14,1545,18_19,0,0
71,2019,12,14,1545,12_13,0,0
71,2019,12,14,1545,12_13,0,1
21,2019,12,14,1545,18_19,0,1
26,2019,12,14,1545,14_15,0,0
63,2019,12,14,1545,15_16,0,0
81,2019,12,14,1545,14_15,0,1
84,2019,12,14,1545,15_16,0,1
12,2019,12,14,1545,11_12,0,0
55,2019,12,14,1545,11_12,0,1
53,2020,12,14,1545,20_21,0,1
1,2020,12,14,1545,19_20,1,1
82,2020,12,14,1545,12_13,0,1
76,2020,12,14,1545,18_19,0,1
249,2020,12,14,1545,20_21,0,0
122,2020,12,14,1545,12_13,0,0
459,2020,12,14,1545,18_19,0,0
8,2020,12,14,1545,21_22,0,1
86,2020,12,14,1545,15_16,0,1
46,2020,12,14,1545,21_22,0,0
113,2020,12,14,1545,15_16,0,0
3,2020,12,14,1545,07_08,0,1
75,2020,12,14,1545,14_15,0,1
4,2020,12,14,1545,07_08,0,0
160,2020,12,14,1545,14_15,0,0
1,2020,12,14,1545,10_11,1,1
52,2020,12,14,1545,09_10,0,1
62,2020,12,14,1545,16_17,0,1
1,2020,12,14,1545,10_11,1,0
22,2020,12,14,1545,09_10,0,0
136,2020,12,14,1545,16_17,0,0
76,2020,12,14,1545,17_18,0,1
1,2020,12,14,1545,11_12,1,1
188,2020,12,14,1545,17_18,0,0
1,2020,12,14,1545,09_10,1,1
63,2020,12,14,1545,19_20,0,1
66,2020,12,14,1545,08_09,0,1
73,2020,12,14,1545,13_14,0,1
513,2020,12,14,1545,19_20,0,0
15,2020,12,14,1545,08_09,0,0
43,2020,12,14,1545,13_14,0,0
119,2020,12,14,1545,10_11,0,1
114,2020,12,14,1545,11_12,0,1
1,2020,12,14,1545,20_21,1,0
11,2020,12,14,1545,10_11,0,0
36,2020,12,14,1545,11_12,0,0
1,2020,12,14,1545,15_16,1,0
5,2021,12,14,1545,22_23,0,1
1,2021,12,14,1545,10_11,1,1
94,2021,12,14,1545,17_18,0,1
10,2021,12,14,1545,22_23,0,0
444,2021,12,14,1545,17_18,0,0
133,2021,12,14,1545,11_12,0,1
87,2021,12,14,1545,14_15,0,1
41,2021,12,14,1545,11_12,0,0
69,2021,12,14,1545,14_15,0,0
1,2021,12,14,1545,12_13,1,0
24,2021,12,14,1545,21_22,0,1
99,2021,12,14,1545,15_16,0,1
259,2021,12,14,1545,21_22,0,0
63,2021,12,14,1545,15_16,0,0
90,2021,12,14,1545,20_21,0,1
76,2021,12,14,1545,12_13,0,1
34,2021,12,14,1545,09_10,0,1
98,2021,12,14,1545,18_19,0,1
414,2021,12,14,1545,20_21,0,0
67,2021,12,14,1545,12_13,0,0
19,2021,12,14,1545,09_10,0,0
159,2021,12,14,1545,18_19,0,0
1,2021,12,14,1545,23_24,0,0
75,2021,12,14,1545,16_17,0,1
2,2021,12,14,1545,13_14,1,1
1,2021,12,14,1545,19_20,1,0
162,2021,12,14,1545,16_17,0,0
1,2021,12,14,1545,21_22,1,0
57,2021,12,14,1545,10_11,0,1
30,2021,12,14,1545,10_11,0,0
1,2021,12,14,1545,17_18,1,0
84,2021,12,14,1545,13_14,0,1
115,2021,12,14,1545,19_20,0,1
23,2021,12,14,1545,08_09,0,1
49,2021,12,14,1545,13_14,0,0
197,2021,12,14,1545,19_20,0,0
6,2021,12,14,1545,08_09,0,0
489,2022,12,14,1545,18_19,0,0
43,2022,12,14,1545,09_10,0,0
79,2022,12,14,1545,09_10,0,1
22,2022,12,14,1545,10_11,0,0
54,2022,12,14,1545,20_21,0,0
4,2022,12,14,1545,08_09,0,0
82,2022,12,14,1545,16_17,0,1
42,2022,12,14,1545,20_21,0,1
375,2022,12,14,1545,14_15,0,0
182,2022,12,14,1545,19_20,0,0
202,2022,12,14,1545,12_13,0,0
72,2022,12,14,1545,11_12,0,1
76,2022,12,14,1545,19_20,0,1
69,2022,12,14,1545,15_16,0,1
105,2022,12,14,1545,18_19,0,1
205,2022,12,14,1545,15_16,0,0
57,2022,12,14,1545,13_14,0,1
219,2022,12,14,1545,16_17,0,0
80,2022,12,14,1545,10_11,0,1
45,2022,12,14,1545,11_12,0,0
3,2022,12,14,1545,21_22,0,1
82,2022,12,14,1545,12_13,0,1
7,2022,12,14,1545,08_09,0,1
63,2022,12,14,1545,17_18,0,0
78,2022,12,14,1545,14_15,0,1
49,2022,12,14,1545,13_14,0,0
67,2022,12,14,1545,17_18,0,1
1,2015,1,15,1545,08_09,1,1
1,2015,1,15,1545,12_13,1,1
1,2015,1,15,1545,13_14,1,1
1,2015,1,15,1545,14_15,1,0
1,2015,1,15,1545,16_17,1,0
1,2015,1,15,1545,18_19,1,1
1,2015,1,15,1545,21_22,0,0
1,2015,1,15,1545,22_23,0,0
2,2015,1,15,1545,10_11,1,0
6,2015,1,15,1545,08_09,0,0
7,2015,1,15,1545,20_21,0,0
10,2015,1,15,1545,20_21,0,1
11,2015,1,15,1545,08_09,0,1
12,2015,1,15,1545,9_10 ,0,1
15,2015,1,15,1545,11_12,0,1
17,2015,1,15,1545,12_13,0,0
19,2015,1,15,1545,9_10 ,0,0
20,2015,1,15,1545,10_11,0,0
20,2015,1,15,1545,10_11,0,1
23,2015,1,15,1545,19_20,0,1
24,2015,1,15,1545,11_12,0,0
38,2015,1,15,1545,13_14,0,0
42,2015,1,15,1545,18_19,0,1
45,2015,1,15,1545,12_13,0,1
46,2015,1,15,1545,14_15,0,0
59,2015,1,15,1545,17_18,0,1
60,2015,1,15,1545,13_14,0,1
63,2015,1,15,1545,16_17,0,0
65,2015,1,15,1545,16_17,0,1
66,2015,1,15,1545,15_16,0,0
66,2015,1,15,1545,15_16,0,1
84,2015,1,15,1545,14_15,0,1
111,2015,1,15,1545,17_18,0,0
112,2015,1,15,1545,19_20,0,0
163,2015,1,15,1545,18_19,0,0
1,2016,1,15,1545,11_12,1,0
1,2016,1,15,1545,16_17,1,0
1,2016,1,15,1545,18_19,1,0
1,2016,1,15,1545,21_22,0,0
1,2016,1,15,1545,21_22,0,1
5,2016,1,15,1545,08_09,0,1
6,2016,1,15,1545,08_09,0,0
7,2016,1,15,1545,9_10 ,0,0
15,2016,1,15,1545,10_11,0,0
19,2016,1,15,1545,10_11,0,1
21,2016,1,15,1545,9_10 ,0,1
25,2016,1,15,1545,11_12,0,0
25,2016,1,15,1545,20_21,0,0
35,2016,1,15,1545,11_12,0,1
38,2016,1,15,1545,12_13,0,0
39,2016,1,15,1545,14_15,0,0
39,2016,1,15,1545,15_16,0,0
44,2016,1,15,1545,20_21,0,1
46,2016,1,15,1545,18_19,0,1
48,2016,1,15,1545,13_14,0,0
60,2016,1,15,1545,13_14,0,1
71,2016,1,15,1545,22_23,0,0
72,2016,1,15,1545,16_17,0,1
76,2016,1,15,1545,12_13,0,1
76,2016,1,15,1545,14_15,0,1
79,2016,1,15,1545,19_20,0,1
82,2016,1,15,1545,16_17,0,0
83,2016,1,15,1545,17_18,0,1
88,2016,1,15,1545,15_16,0,1
104,2016,1,15,1545,18_19,0,0
105,2016,1,15,1545,17_18,0,0
163,2016,1,15,1545,19_20,0,0
1,2017,1,15,1545,20_21,0,1
3,2017,1,15,1545,10_11,0,0
4,2017,1,15,1545,15_16,0,0
4,2017,1,15,1545,9_10 ,0,0
8,2017,1,15,1545,11_12,0,0
14,2017,1,15,1545,12_13,0,0
15,2017,1,15,1545,14_15,0,0
15,2017,1,15,1545,9_10 ,0,1
17,2017,1,15,1545,10_11,0,1
17,2017,1,15,1545,12_13,0,1
22,2017,1,15,1545,13_14,0,1
27,2017,1,15,1545,11_12,0,1
29,2017,1,15,1545,14_15,0,1
172,2017,1,15,1545,13_14,0,0
1,2018,1,15,1545,11_12,1,0
1,2018,1,15,1545,13_14,1,0
1,2018,1,15,1545,14_15,1,0
1,2018,1,15,1545,23_24,0,0
2,2018,1,15,1545,21_22,0,1
19,2018,1,15,1545,20_21,0,1
24,2018,1,15,1545,10_11,0,0
25,2018,1,15,1545,9_10 ,0,0
27,2018,1,15,1545,08_09,0,0
31,2018,1,15,1545,11_12,0,0
31,2018,1,15,1545,21_22,0,0
34,2018,1,15,1545,16_17,0,1
37,2018,1,15,1545,13_14,0,0
38,2018,1,15,1545,15_16,0,1
40,2018,1,15,1545,08_09,0,1
45,2018,1,15,1545,14_15,0,1
45,2018,1,15,1545,18_19,0,1
49,2018,1,15,1545,17_18,0,1
55,2018,1,15,1545,12_13,0,0
61,2018,1,15,1545,13_14,0,1
61,2018,1,15,1545,19_20,0,1
61,2018,1,15,1545,9_10 ,0,1
81,2018,1,15,1545,11_12,0,1
83,2018,1,15,1545,15_16,0,0
88,2018,1,15,1545,10_11,0,1
98,2018,1,15,1545,16_17,0,0
155,2018,1,15,1545,20_21,0,0
289,2018,1,15,1545,14_15,0,0
309,2018,1,15,1545,17_18,0,0
395,2018,1,15,1545,19_20,0,0
400,2018,1,15,1545,12_13,0,1
527,2018,1,15,1545,18_19,0,0
58,2019,1,15,1545,19_20,0,1
69,2019,1,15,1545,13_14,0,1
276,2019,1,15,1545,19_20,0,0
28,2019,1,15,1545,13_14,0,0
20,2019,1,15,1545,10_11,0,1
62,2019,1,15,1545,17_18,0,1
273,2019,1,15,1545,17_18,0,0
19,2019,1,15,1545,10_11,0,0
11,2019,1,15,1545,08_09,0,1
1,2019,1,15,1545,05_06,0,0
25,2019,1,15,1545,08_09,0,0
1,2019,1,15,1545,14_15,1,1
28,2019,1,15,1545,11_12,0,1
21,2019,1,15,1545,11_12,0,0
113,2019,1,15,1545,18_19,0,1
1,2019,1,15,1545,21_22,0,1
812,2019,1,15,1545,18_19,0,0
1,2019,1,15,1545,21_22,0,0
71,2019,1,15,1545,12_13,0,1
47,2019,1,15,1545,16_17,0,1
32,2019,1,15,1545,09_10,0,1
26,2019,1,15,1545,12_13,0,0
116,2019,1,15,1545,16_17,0,0
13,2019,1,15,1545,09_10,0,0
60,2019,1,15,1545,14_15,0,1
51,2019,1,15,1545,20_21,0,1
2,2019,1,15,1545,18_19,1,0
36,2019,1,15,1545,15_16,0,0
64,2019,1,15,1545,15_16,0,1
213,2019,1,15,1545,20_21,0,0
64,2019,1,15,1545,14_15,0,0
55,2020,1,15,1545,16_17,0,1
6,2020,1,15,1545,09_10,0,0
219,2020,1,15,1545,16_17,0,0
40,2020,1,15,1545,09_10,0,1
29,2020,1,15,1545,13_14,0,0
253,2020,1,15,1545,19_20,0,0
94,2020,1,15,1545,19_20,0,1
55,2020,1,15,1545,13_14,0,1
49,2020,1,15,1545,15_16,0,0
52,2020,1,15,1545,15_16,0,1
60,2020,1,15,1545,20_21,0,1
327,2020,1,15,1545,18_19,0,0
21,2020,1,15,1545,12_13,0,0
47,2020,1,15,1545,20_21,0,0
1,2020,1,15,1545,13_14,1,0
62,2020,1,15,1545,12_13,0,1
72,2020,1,15,1545,18_19,0,1
41,2020,1,15,1545,11_12,0,0
41,2020,1,15,1545,11_12,0,1
1,2020,1,15,1545,18_19,1,0
147,2020,1,15,1545,17_18,0,0
1,2020,1,15,1545,12_13,1,0
25,2020,1,15,1545,10_11,0,0
35,2020,1,15,1545,14_15,0,0
73,2020,1,15,1545,17_18,0,1
53,2020,1,15,1545,14_15,0,1
90,2020,1,15,1545,10_11,0,1
3,2020,1,15,1545,08_09,0,0
1,2020,1,15,1545,16_17,1,0
39,2020,1,15,1545,08_09,0,1
62,2021,1,15,1545,15_16,0,0
169,2021,1,15,1545,14_15,0,0
57,2021,1,15,1545,15_16,0,1
59,2021,1,15,1545,14_15,0,1
20,2021,1,15,1545,11_12,0,0
50,2021,1,15,1545,11_12,0,1
138,2021,1,15,1545,17_18,0,0
5,2021,1,15,1545,08_09,0,0
76,2021,1,15,1545,17_18,0,1
24,2021,1,15,1545,08_09,0,1
31,2021,1,15,1545,13_14,0,0
293,2021,1,15,1545,19_20,0,0
62,2021,1,15,1545,19_20,0,1
91,2021,1,15,1545,13_14,0,1
14,2021,1,15,1545,10_11,0,0
59,2021,1,15,1545,10_11,0,1
12,2021,1,15,1545,09_10,0,0
1,2021,1,15,1545,17_18,1,0
1,2021,1,15,1545,01_02,0,0
199,2021,1,15,1545,16_17,0,0
44,2021,1,15,1545,09_10,0,1
56,2021,1,15,1545,16_17,0,1
219,2021,1,15,1545,12_13,0,0
74,2021,1,15,1545,20_21,0,0
189,2021,1,15,1545,18_19,0,0
67,2021,1,15,1545,12_13,0,1
43,2021,1,15,1545,20_21,0,1
71,2021,1,15,1545,18_19,0,1
1,2022,1,15,1545,14_15,1,1
15,2022,1,15,1545,10_11,0,0
21,2022,1,15,1545,11_12,0,0
81,2022,1,15,1545,11_12,0,1
45,2022,1,15,1545,10_11,0,1
41,2022,1,15,1545,15_16,0,0
67,2022,1,15,1545,15_16,0,1
5,2022,1,15,1545,18_19,0,0
20,2022,1,15,1545,12_13,0,0
13,2022,1,15,1545,18_19,0,1
58,2022,1,15,1545,12_13,0,1
98,2022,1,15,1545,16_17,0,0
5,2022,1,15,1545,09_10,0,0
61,2022,1,15,1545,16_17,0,1
12,2022,1,15,1545,09_10,0,1
48,2022,1,15,1545,14_15,0,0
74,2022,1,15,1545,14_15,0,1
26,2022,1,15,1545,13_14,0,0
78,2022,1,15,1545,13_14,0,1
286,2022,1,15,1545,17_18,0,0
65,2022,1,15,1545,17_18,0,1
23,2023,1,15,1545,11_12,0,0
66,2023,1,15,1545,12_13,0,1
70,2023,1,15,1545,17_18,0,1
39,2023,1,15,1545,16_17,0,0
1,2023,1,15,1545,08_09,0,1
1,2023,1,15,1545,18_19,0,1
58,2023,1,15,1545,13_14,0,1
35,2023,1,15,1545,10_11,0,1
15,2023,1,15,1545,10_11,0,0
74,2023,1,15,1545,13_14,0,0
50,2023,1,15,1545,17_18,0,0
1,2023,1,15,1545,21_22,0,0
11,2023,1,15,1545,09_10,0,0
66,2023,1,15,1545,15_16,0,1
87,2023,1,15,1545,15_16,0,0
48,2023,1,15,1545,16_17,0,1
108,2023,1,15,1545,12_13,0,0
70,2023,1,15,1545,14_15,0,1
78,2023,1,15,1545,14_15,0,0
48,2023,1,15,1545,11_12,0,1
24,2023,1,15,1545,09_10,0,1
1,2016,2,15,1545,16_17,1,0
1,2016,2,15,1545,19_20,1,0
1,2016,2,15,1545,20_21,1,0
1,2016,2,15,1545,21_22,0,0
1,2016,2,15,1545,21_22,0,1
2,2016,2,15,1545,13_14,1,0
4,2016,2,15,1545,18_19,1,0
11,2016,2,15,1545,08_09,0,0
13,2016,2,15,1545,08_09,0,1
16,2016,2,15,1545,10_11,0,0
17,2016,2,15,1545,9_10 ,0,0
20,2016,2,15,1545,10_11,0,1
20,2016,2,15,1545,11_12,0,0
20,2016,2,15,1545,9_10 ,0,1
27,2016,2,15,1545,12_13,0,1
38,2016,2,15,1545,11_12,0,1
39,2016,2,15,1545,15_16,0,0
41,2016,2,15,1545,12_13,0,0
49,2016,2,15,1545,20_21,0,1
54,2016,2,15,1545,18_19,0,1
58,2016,2,15,1545,13_14,0,1
59,2016,2,15,1545,13_14,0,0
63,2016,2,15,1545,14_15,0,1
67,2016,2,15,1545,19_20,0,1
67,2016,2,15,1545,20_21,0,0
74,2016,2,15,1545,15_16,0,1
75,2016,2,15,1545,17_18,0,1
78,2016,2,15,1545,16_17,0,0
82,2016,2,15,1545,14_15,0,0
87,2016,2,15,1545,16_17,0,1
166,2016,2,15,1545,18_19,0,0
170,2016,2,15,1545,19_20,0,0
247,2016,2,15,1545,17_18,0,0
1,2017,2,15,1545,     ,0,1
1,2017,2,15,1545,00_01,0,1
1,2017,2,15,1545,12_13,1,0
1,2017,2,15,1545,14_15,1,0
1,2017,2,15,1545,16_17,1,0
1,2017,2,15,1545,19_20,1,0
7,2017,2,15,1545,08_09,0,0
8,2017,2,15,1545,23_24,0,0
9,2017,2,15,1545,04_05,0,0
10,2017,2,15,1545,21_22,0,0
10,2017,2,15,1545,21_22,0,1
16,2017,2,15,1545,08_09,0,1
18,2017,2,15,1545,9_10 ,0,1
21,2017,2,15,1545,03_04,0,0
22,2017,2,15,1545,11_12,0,0
25,2017,2,15,1545,10_11,0,0
25,2017,2,15,1545,9_10 ,0,0
28,2017,2,15,1545,14_15,0,0
33,2017,2,15,1545,20_21,0,0
34,2017,2,15,1545,10_11,0,1
34,2017,2,15,1545,12_13,0,0
43,2017,2,15,1545,13_14,0,0
43,2017,2,15,1545,15_16,0,1
52,2017,2,15,1545,15_16,0,0
54,2017,2,15,1545,18_19,0,1
55,2017,2,15,1545,11_12,0,1
60,2017,2,15,1545,19_20,0,1
62,2017,2,15,1545,12_13,0,1
63,2017,2,15,1545,13_14,0,1
77,2017,2,15,1545,16_17,0,1
92,2017,2,15,1545,16_17,0,0
95,2017,2,15,1545,17_18,0,1
97,2017,2,15,1545,14_15,0,1
126,2017,2,15,1545,20_21,0,1
178,2017,2,15,1545,17_18,0,0
203,2017,2,15,1545,18_19,0,0
351,2017,2,15,1545,19_20,0,0
1,2018,2,15,1545,11_12,1,1
2,2018,2,15,1545,05_06,0,1
2,2018,2,15,1545,21_22,0,1
11,2018,2,15,1545,     ,0,0
11,2018,2,15,1545,00_01,0,0
23,2018,2,15,1545,08_09,0,1
28,2018,2,15,1545,08_09,0,0
28,2018,2,15,1545,9_10 ,0,0
30,2018,2,15,1545,20_21,0,0
35,2018,2,15,1545,20_21,0,1
37,2018,2,15,1545,12_13,0,0
37,2018,2,15,1545,13_14,0,0
39,2018,2,15,1545,21_22,0,0
43,2018,2,15,1545,10_11,0,0
46,2018,2,15,1545,11_12,0,0
46,2018,2,15,1545,9_10 ,0,1
48,2018,2,15,1545,13_14,0,1
51,2018,2,15,1545,11_12,0,1
53,2018,2,15,1545,14_15,0,0
57,2018,2,15,1545,10_11,0,1
74,2018,2,15,1545,14_15,0,1
74,2018,2,15,1545,18_19,0,1
78,2018,2,15,1545,17_18,0,1
79,2018,2,15,1545,12_13,0,1
89,2018,2,15,1545,19_20,0,1
94,2018,2,15,1545,15_16,0,1
98,2018,2,15,1545,15_16,0,0
113,2018,2,15,1545,16_17,0,0
223,2018,2,15,1545,17_18,0,0
364,2018,2,15,1545,19_20,0,0
436,2018,2,15,1545,18_19,0,0
478,2018,2,15,1545,16_17,0,1
78,2019,2,15,1545,10_11,0,1
23,2019,2,15,1545,10_11,0,0
24,2019,2,15,1545,12_13,0,0
382,2019,2,15,1545,18_19,0,0
533,2019,2,15,1545,19_20,0,0
18,2019,2,15,1545,08_09,0,0
30,2019,2,15,1545,13_14,0,0
19,2019,2,15,1545,08_09,0,1
112,2019,2,15,1545,18_19,0,1
104,2019,2,15,1545,19_20,0,1
147,2019,2,15,1545,12_13,0,1
76,2019,2,15,1545,13_14,0,1
265,2019,2,15,1545,17_18,0,0
106,2019,2,15,1545,17_18,0,1
155,2019,2,15,1545,20_21,0,0
36,2019,2,15,1545,20_21,0,1
141,2019,2,15,1545,15_16,0,0
100,2019,2,15,1545,16_17,0,0
18,2019,2,15,1545,09_10,0,0
79,2019,2,15,1545,15_16,0,1
97,2019,2,15,1545,16_17,0,1
45,2019,2,15,1545,09_10,0,1
13,2019,2,15,1545,11_12,0,0
2,2019,2,15,1545,21_22,0,0
46,2019,2,15,1545,11_12,0,1
1,2019,2,15,1545,21_22,0,1
29,2019,2,15,1545,14_15,0,0
69,2019,2,15,1545,14_15,0,1
119,2020,2,15,1545,17_18,0,0
7,2020,2,15,1545,10_11,0,0
45,2020,2,15,1545,17_18,0,1
33,2020,2,15,1545,10_11,0,1
13,2020,2,15,1545,13_14,0,0
53,2020,2,15,1545,13_14,0,1
1,2020,2,15,1545,13_14,1,0
60,2020,2,15,1545,14_15,0,0
1,2020,2,15,1545,16_17,1,0
2,2020,2,15,1545,12_13,1,0
66,2020,2,15,1545,14_15,0,1
2,2020,2,15,1545,12_13,1,1
1,2020,2,15,1545,21_22,0,0
7,2020,2,15,1545,18_19,0,0
18,2020,2,15,1545,12_13,0,0
27,2020,2,15,1545,11_12,0,0
4,2020,2,15,1545,18_19,0,1
63,2020,2,15,1545,12_13,0,1
67,2020,2,15,1545,11_12,0,1
165,2020,2,15,1545,16_17,0,0
139,2020,2,15,1545,15_16,0,0
19,2020,2,15,1545,09_10,0,0
77,2020,2,15,1545,16_17,0,1
75,2020,2,15,1545,15_16,0,1
34,2020,2,15,1545,09_10,0,1
49,2021,2,15,1545,19_20,0,1
41,2021,2,15,1545,13_14,0,1
47,2021,2,15,1545,13_14,0,0
409,2021,2,15,1545,19_20,0,0
54,2021,2,15,1545,17_18,0,1
1,2021,2,15,1545,11_12,1,1
223,2021,2,15,1545,17_18,0,0
2,2021,2,15,1545,21_22,0,1
2,2021,2,15,1545,21_22,0,0
66,2021,2,15,1545,11_12,0,1
22,2021,2,15,1545,11_12,0,0
57,2021,2,15,1545,09_10,0,1
53,2021,2,15,1545,15_16,0,1
60,2021,2,15,1545,16_17,0,1
105,2021,2,15,1545,15_16,0,0
12,2021,2,15,1545,09_10,0,0
64,2021,2,15,1545,16_17,0,0
97,2021,2,15,1545,10_11,0,1
57,2021,2,15,1545,14_15,0,1
54,2021,2,15,1545,20_21,0,1
315,2021,2,15,1545,20_21,0,0
17,2021,2,15,1545,10_11,0,0
52,2021,2,15,1545,14_15,0,0
1,2021,2,15,1545,12_13,1,0
2,2021,2,15,1545,23_24,0,0
36,2021,2,15,1545,08_09,0,1
12,2021,2,15,1545,08_09,0,0
60,2021,2,15,1545,18_19,0,1
75,2021,2,15,1545,12_13,0,1
2,2021,2,15,1545,07_08,0,1
1,2021,2,15,1545,07_08,0,0
25,2021,2,15,1545,12_13,0,0
330,2021,2,15,1545,18_19,0,0
65,2022,2,15,1545,15_16,0,1
72,2022,2,15,1545,15_16,0,0
57,2022,2,15,1545,11_12,0,1
63,2022,2,15,1545,12_13,0,1
59,2022,2,15,1545,09_10,0,1
96,2022,2,15,1545,18_19,0,1
73,2022,2,15,1545,16_17,0,1
20,2022,2,15,1545,12_13,0,0
28,2022,2,15,1545,11_12,0,0
307,2022,2,15,1545,18_19,0,0
23,2022,2,15,1545,09_10,0,0
75,2022,2,15,1545,16_17,0,0
24,2022,2,15,1545,08_09,0,1
6,2022,2,15,1545,08_09,0,0
71,2022,2,15,1545,10_11,0,1
80,2022,2,15,1545,17_18,0,1
18,2022,2,15,1545,10_11,0,0
232,2022,2,15,1545,17_18,0,0
103,2022,2,15,1545,13_14,0,1
65,2022,2,15,1545,19_20,0,1
40,2022,2,15,1545,13_14,0,0
251,2022,2,15,1545,19_20,0,0
1,2022,2,15,1545,10_11,1,0
1,2022,2,15,1545,13_14,1,1
2,2022,2,15,1545,13_14,1,0
71,2022,2,15,1545,14_15,0,1
49,2022,2,15,1545,20_21,0,1
2,2022,2,15,1545,18_19,1,0
46,2022,2,15,1545,14_15,0,0
126,2022,2,15,1545,20_21,0,0
63,2023,2,15,1545,10_11,0,0
